rtID,rtCharacter,rtPOS,rtKeyword,rtReading,rtLesson,rtDependencies,rtAlias
2893,擺,,put in order,bǎi,RTH2-L53,,
2894,唇,,lips,chún,RTH2-L54,,
2895,辱,n./v.,disgrace,rǔ,RTH2-L54,,
2896,震,v.,quake,zhèn,RTH2-L54,,
2897,振,,vibrate,zhèn,RTH2-L54,,
2898,魄,,vigor,pò,RTH2-L54,,
2899,槐,,scholar tree,huái,RTH2-L54,,
2900,魅,,enchant,mèi,RTH2-L54,,
2901,瑰,,marvelous,guī,RTH2-L54,,
2902,魂,,soul,hún,RTH2-L54,,
2903,愧,,ashamed,kuì,RTH2-L54,,
2904,魁,,leader,kuí,RTH2-L54,,
2905,醜,,ugly,chǒu,RTH2-L54,,
2906,壟,,raised path between fields,lǒng,RTH2-L54,,
2907,寵,,dote on,chǒng,RTH2-L54,,
2908,龐,,huge,páng,RTH2-L54,,
2909,攏,,draw near,lǒng,RTH2-L54,,
2910,聾,,deaf,lóng,RTH2-L54,,
2911,籠,n.,cage,lóng,RTH2-L54,,
2912,插,v.,insert,chā,RTH2-L55,,
2913,毀,v.,ruin,huǐ,RTH2-L55,,
2914,舅,,mother's brother,jiù,RTH2-L55,,
2915,樁,n.,stake,zhuāng,RTH2-L55,,
2916,鑿,,bore a hole,záo,RTH2-L55,,
2917,鼠,,mouse,shǔ,RTH2-L55,,
2918,竄,,scurry,cuàn,RTH2-L55,,
2919,臘,,dried meat,là,RTH2-L55,,
2920,蠟,n.,wax,là,RTH2-L55,,
2921,獵,v.,hunt,liè,RTH2-L55,,
2922,艘,,vessels,sōu,RTH2-L55,,
2923,嫂,,elder brother's wife,sǎo,RTH2-L55,,
2924,瘦,,emaciated,shòu,RTH2-L55,,
2925,搜,v.,search,sōu,RTH2-L55,,
2926,稻,,unhulled rice,dào,RTH2-L55,,
2927,蹈,v.,tread,dǎo,RTH2-L55,,
2928,滔,,surging,tāo,RTH2-L55,,
2929,陷,,get stuck,xiàn,RTH2-L55,,
2930,焰,n.,flame,yàn,RTH2-L55,,
2931,餡,,filling,xiàn,RTH2-L55,,
2932,輛,,vehicles,liàng,RTH2-L55,,
2933,瞞,,dissemble,mán,RTH2-L55,,
2934,爽,adj.,frank,shuǎng,RTH2-L55,,
2935,綴,,embellish,zhuì,RTH2-L55,,
2936,碰,v.,bump,pèng,RTH2-L55,,
2937,挪,v.,transfer,nuó,RTH2-L55,,
2938,誣,,charge falsely,wū,RTH2-L55,,
2939,譽,,reputation,yù,RTH2-L55,,
2940,嶼,,islet,yǔ,RTH2-L55,,
2941,傻,,thick-headed,shǎ,RTH2-L55,,
2942,磚,,brick,zhuān,RTH2-L55,,
2943,惠,n.,favor,huì,RTH2-L55,,
2944,穗,,ear of grain,suì,RTH2-L55,,
2945,曠,,expansive,kuàng,RTH2-L55,,
2946,礦,n.,mine,kuàng,RTH2-L55,,
2947,擴,,enlarge,kuò,RTH2-L55,,
2948,聰,,smart,cōng,RTH2-L55,,
2949,蔥,,onion,cōng,RTH2-L55,,
2950,膽,,gall bladder,dǎn,RTH2-L55,,
2951,瞻,,look upward,zhān,RTH2-L55,,
2952,摟,,cuddle,lǒu,RTH2-L55,,
2953,屢,,time and again,lǚ,RTH2-L55,,
2954,濁,,turbid,zhuó,RTH2-L55,,
2955,燭,,candle,zhú,RTH2-L55,,
2956,觸,v.,touch,chù,RTH2-L55,,
2957,囑,,admonish,zhǔ,RTH2-L55,,
2958,欄,,railing,lán,RTH2-L55,,
2959,攔,,impede,lán,RTH2-L55,,
2960,蹤,,tracks,zōng,RTH2-L55,,
2961,聳,v.,shrug,sǒng,RTH2-L55,,
2962,劑,n.,pharmaceutical,jì,RTH2-L55,,
2963,齋,,abstain from food,zhāi,RTH2-L55,,
2964,擠,v.,squeeze,jǐ,RTH2-L55,,
2965,鈕,n.,push button,niǔ,RTH2-L55,,
2966,羞,,shy,xiū,RTH2-L55,,
2967,紐,,New York,niǔ,RTH2-L55,,
2968,脾,,spleen,pí,RTH2-L55,,
2969,啤,,beer,pí,RTH2-L55,,
2970,碑,,stele,bēi,RTH2-L55,,
2971,赫,,illustrious,hè,RTH2-L55,,
2972,嚇,,terrify,xià,RTH2-L55,,
2973,奕,,radiating vitality,yì,RTH2-L55,,
2974,跡,,indication,jì,RTH2-L55,,
2975,辭,,phraseology,cí,RTH2-L55,,
2976,龜,,tortoise,guī,RTH2-L55,,
2977,繩,n.,rope,shéng,RTH2-L55,,
2978,蠅,,flies,yíng,RTH2-L55,,
2979,蝴,,butterfly (front end),hú,RTH2-Compounds,,
2980,蝶,,butterfly (back end),dié,RTH2-Compounds,,
2981,蜘,,spider (front end),zhī,RTH2-Compounds,,
2982,蛛,,spider (back end),zhū,RTH2-Compounds,,
2983,駱,,camel (front end),luò,RTH2-Compounds,,
2984,駝,,camel (back end),tuó,RTH2-Compounds,,
2985,蜻,,dragonfly (front end),qīng,RTH2-Compounds,,
2986,蜓,,dragonfly (back end),tíng,RTH2-Compounds,,
2987,鳳,,male phoenix,fèng,RTH2-Compounds,,
2988,凰,,female phoenix,huáng,RTH2-Compounds,,
2989,橄,,olive (A),gǎn,RTH2-Compounds,,
2990,欖,,olive (B),lǎn,RTH2-Compounds,,
2991,玻,,glass (front side),bō,RTH2-Compounds,,
2992,璃,,glass (back side),lí,RTH2-Compounds,,
2993,咖,,coffee (first drop),kā,RTH2-Compounds,,
2994,啡,,coffee (last drop),fēi,RTH2-Compounds,,
2995,葡,,grapes (A),pú,RTH2-Compounds,,
2996,萄,,grapes (B),táo,RTH2-Compounds,,
2997,吩,,in-,fēn,RTH2-Compounds,,
2998,咐,,-struct,fù,RTH2-Compounds,,
2999,乒,,ping,pīng,RTH2-Compounds,,
3000,乓,,pong,pāng,RTH2-Compounds,,
3001,崔,,Cui,cuī,RTH2-Postscript 1,,
3002,曹,,Cao,cáo,RTH2-Postscript 1,,
3003,劉,,Liu,liú,RTH2-Postscript 1,,
3004,潘,,Pan,pān,RTH2-Postscript 1,,
3005,梁,,Liang,Liáng,RTH2-Postscript 1,,
3006,沈,,Shen,Shěn,RTH2-Postscript 1,,
3007,鄭,,Zheng,zhèng,RTH2-Postscript 1,,
3008,譚,,Tan,tán,RTH2-Postscript 1,,
3009,趙,,Zhao,zhào,RTH2-Postscript 1,,
3010,姚,,Yao-2,yáo,RTH2-Postscript 1,,
3011,魯,,Lu,lǔ,RTH2-Postscript 1,,
3012,姜,,Jiang-2,jiāng,RTH2-Postscript 1,,
3013,范,,Fan,Fàn,RTH2-Postscript 1,,
3014,薛,,Xue,xuē,RTH2-Postscript 1,,
3015,涂,,Tu,tú,RTH2-Postscript 1,,
3016,彭,,Peng,péng,RTH2-Postscript 1,,
3017,郁,,Yu-2,yù,RTH2-Postscript 1,,
3018,馮,,Feng,Féng,RTH2-Postscript 1,,
3019,魏,,Wei,wèi,RTH2-Postscript 1,,
3020,岳,,Yue,yuè,RTH2-Postscript 1,,
3021,彿,,as though,fú,RTH2-Postscript 1,,
3022,莉,,jasmine,lì,RTH2-Postscript 1,,
3023,湘,,Hunan Province,xiāng,RTH2-Postscript 1,,
3024,甸,,outlying areas,diàn,RTH2-Postscript 1,,
3025,滄,,dark blue,cāng,RTH2-Postscript 1,,
3026,穆,,reverent,mù,RTH2-Postscript 1,,
3027,娜,,na,nuó,RTH2-Postscript 1,,
3028,瓊,,fine jade,qióng,RTH2-Postscript 1,,
3029,琳,,gem,lín,RTH2-Postscript 1,,
3030,鈞,,30 catties,jūn,RTH2-Postscript 1,,
3031,喲,,Oh!,yō,RTH2-Postscript 1,,
3032,砲,,cannon,pào,RTH2-Postscript 1,,
3033,蒐,,search for,sōu,RTH2-Postscript 1,,
3034,芙,,hibiscus (A),fú,RTH2-Postscript 1,,
3035,蓉,,cottonrose hibiscus (B),róng,RTH2-Postscript 1,,
